worker_no,exclude,item1,item2,item3,chosen_item,isrepeat,RT
71,1,canvas,chariot,coaster,chariot,0,248
71,1,canvas,flagpole,washcloth,washcloth,0,246
71,1,table,mistletoe,pizza,mistletoe,0,261
71,1,bench,furnace,file,file,1,235
71,1,music box,washcloth,plaster cast,music box,0,282
71,1,beaver,dice,metal detector,dice,0,224
71,1,music box,bucket,tuba,music box,0,297
71,1,tarantula,laptop,hopscotch,tarantula,0,442
71,1,pizza,metal detector,navel,metal detector,0,394
71,1,trophy,navel,bookshelf,bookshelf,0,280
71,1,chariot,beaver,flagpole,beaver,0,258
71,1,macadamia,trigger,file,file,0,382
71,1,bookshelf,pizza,doormat,doormat,0,1162
71,1,punching bag,toolbox,jet,punching bag,0,687
71,1,trophy,camera,hopscotch,trophy,0,320
71,1,tea,toolbox,chariot,toolbox,0,479
71,1,hopscotch,canvas,bucket,hopscotch,0,480
71,1,headphones,washcloth,rolling pin,washcloth,0,381
71,1,table,bench,toolbox,bench,0,478
71,1,trigger,clothes,plaster cast,clothes,0,320
71,1,music box,bag,clothes,clothes,0,505
71,1,drain,mistletoe,canister,mistletoe,0,319
71,1,plaster cast,punching bag,navel,navel,0,329
71,1,toolbox,tuba,music box,toolbox,0,444
71,1,punching bag,trigger,bumper,trigger,0,258
71,1,tea,beaver,hammer,tea,0,260
71,1,tiara,dice,tarantula,dice,1,346
71,1,rudder,beaver,candelabra,beaver,0,1903
71,1,coaster,table,canister,table,0,528
71,1,metal detector,music box,rudder,rudder,0,953
71,1,bucket,laptop,canister,laptop,0,358
71,1,flagpole,drain,tea,tea,0,480
71,1,doormat,file,turban,turban,1,576
71,1,jet,tiara,hopscotch,hopscotch,0,905
71,1,jet,headphones,candelabra,headphones,0,393
71,1,bookshelf,toolbox,candelabra,bookshelf,0,271
71,1,bench,tiara,hammer,tiara,0,418
71,1,tape measure,bag,drain,tape measure,0,612
71,1,bumper,bench,bookshelf,bumper,0,2721
71,1,turban,bumper,jet,turban,1,2113
71,1,music box,mistletoe,hopscotch,hopscotch,0,527
71,1,bench,knob,plaster cast,knob,1,493
71,1,rudder,plaster cast,trophy,trophy,0,178
71,1,tiara,rudder,clothes,clothes,0,195
71,1,washcloth,telegraph,tape measure,telegraph,1,223
71,1,music box,bookshelf,tiara,tiara,0,211
71,1,navel,rolling pin,turban,rolling pin,0,138
71,1,trigger,tape measure,pizza,trigger,0,88
71,1,metal detector,plaster cast,chariot,metal detector,0,149
71,1,chariot,dice,clothes,chariot,0,1334
71,1,clothes,canvas,candelabra,canvas,0,209
71,1,tarantula,rolling pin,tuba,tarantula,0,224
71,1,knob,trophy,tiara,trophy,1,308
71,1,tea,table,headphones,table,1,223
71,1,table,rolling pin,bumper,bumper,0,211
71,1,jet,bench,metal detector,bench,0,137
71,1,dice,bumper,hopscotch,hopscotch,0,153
71,1,chariot,hammer,bucket,hammer,0,196
71,1,pizza,canister,macadamia,macadamia,1,224
71,1,plaster cast,hammer,turban,turban,0,187
71,1,knob,trigger,hammer,hammer,0,89
71,1,knob,plaster cast,bench,knob,1,151
71,1,canvas,trigger,camera,canvas,0,796
71,1,bag,bowler hat,plaster cast,bowler hat,0,125
71,1,turban,music box,macadamia,turban,0,162
71,1,headphones,laptop,chariot,laptop,0,162
71,1,telegraph,mistletoe,clothes,mistletoe,0,175
71,1,laptop,trigger,rolling pin,laptop,0,161
71,1,plaster cast,bucket,bag,bucket,0,114
71,1,mistletoe,beaver,punching bag,beaver,0,77
71,1,bowler hat,bucket,pizza,pizza,0,88
71,1,pizza,bumper,tuba,bumper,0,1967
71,1,canvas,bucket,table,table,0,346
71,1,doormat,plaster cast,jet,plaster cast,0,307
71,1,bag,metal detector,flagpole,metal detector,0,271
71,1,tape measure,punching bag,furnace,punching bag,0,308
71,1,clothes,canister,tarantula,clothes,0,284
71,1,bag,telegraph,table,telegraph,1,284
71,1,metal detector,washcloth,trigger,metal detector,0,320
71,1,tea,trophy,navel,trophy,0,258
71,1,hopscotch,bookshelf,hammer,hopscotch,0,223
71,1,tiara,metal detector,tuba,tuba,0,247
71,1,tiara,tape measure,doormat,doormat,0,199
71,1,trophy,canvas,metal detector,canvas,0,162
71,1,rolling pin,hopscotch,rudder,rudder,0,138
71,1,rolling pin,chariot,punching bag,punching bag,0,332
71,1,navel,music box,canvas,canvas,0,296
71,1,telegraph,headphones,canvas,canvas,0,247
71,1,hopscotch,headphones,trigger,hopscotch,0,212
71,1,bench,music box,tarantula,music box,0,148
71,1,hopscotch,toolbox,drain,hopscotch,0,187
71,1,mistletoe,chariot,navel,chariot,0,210
71,1,flagpole,telegraph,tiara,flagpole,0,149
71,1,drain,navel,dice,drain,0,200
71,1,tape measure,tea,metal detector,tape measure,0,89
71,1,canister,doormat,music box,doormat,0,203
71,1,plaster cast,tarantula,macadamia,tarantula,0,650
71,1,telegraph,bucket,trophy,telegraph,0,576
71,1,music box,candelabra,tea,candelabra,0,334
71,1,jet,chariot,bag,jet,0,515
71,1,washcloth,telegraph,tape measure,washcloth,1,515
71,1,candelabra,tuba,table,table,0,320
71,1,metal detector,canister,furnace,furnace,0,297
71,1,camera,macadamia,candelabra,macadamia,0,162
71,1,bookshelf,plaster cast,canister,plaster cast,0,380
71,1,mistletoe,toolbox,washcloth,washcloth,0,515
71,1,knob,table,beaver,table,0,295
71,1,doormat,furnace,washcloth,doormat,0,759
71,1,file,laptop,punching bag,laptop,1,139
71,1,flagpole,hammer,file,flagpole,0,186
71,1,tuba,bookshelf,headphones,tuba,0,575
71,1,navel,furnace,hammer,navel,0,1918
71,1,drain,coaster,bookshelf,coaster,0,2758
71,1,trigger,mistletoe,trophy,trigger,0,1842
71,1,macadamia,tea,hopscotch,macadamia,0,321
71,1,plaster cast,drain,candelabra,plaster cast,0,259
71,1,punching bag,drain,bag,bag,0,223
71,1,bumper,beaver,music box,beaver,0,246
71,1,furnace,rolling pin,trophy,trophy,0,6783
71,1,dice,canvas,file,file,0,198
71,1,washcloth,doormat,laptop,doormat,0,150
71,1,camera,trophy,punching bag,camera,0,175
71,1,tarantula,table,flagpole,tarantula,0,1431
71,1,doormat,telegraph,rudder,telegraph,0,136
71,1,trophy,file,table,trophy,0,479
71,1,camera,coaster,pizza,coaster,0,209
71,1,pizza,navel,doormat,navel,1,224
71,1,chariot,trophy,turban,trophy,0,978
71,1,tarantula,bench,camera,camera,0,211
71,1,bag,laptop,mistletoe,bag,0,210
71,1,trigger,candelabra,tiara,trigger,0,419
71,1,coaster,music box,furnace,music box,0,223
71,1,hopscotch,turban,washcloth,hopscotch,0,174
71,1,chariot,tiara,bumper,tiara,0,381
71,1,canister,tape measure,rudder,canister,0,197
71,1,metal detector,clothes,hopscotch,metal detector,0,224
71,1,drain,clothes,beaver,drain,1,432
71,1,clothes,file,tape measure,tape measure,0,224
71,1,canister,beaver,washcloth,canister,0,723
71,1,laptop,candelabra,turban,laptop,0,211
71,1,tuba,flagpole,plaster cast,plaster cast,0,77
71,1,laptop,rudder,bag,rudder,0,322
71,1,trigger,tea,dice,dice,0,208
71,1,laptop,dice,music box,music box,0,185
71,1,tuba,coaster,beaver,beaver,0,308
71,1,candelabra,headphones,punching bag,headphones,0,774
71,1,headphones,tape measure,navel,tape measure,0,186
71,1,tape measure,bookshelf,beaver,beaver,0,320
71,1,hammer,trophy,pizza,hammer,0,187
71,1,rolling pin,bookshelf,tea,bookshelf,1,173
71,1,pizza,canister,macadamia,pizza,1,88
71,1,table,hopscotch,navel,table,0,210
71,1,hopscotch,furnace,headphones,headphones,0,274
71,1,bookshelf,camera,chariot,chariot,0,136
71,1,headphones,hammer,music box,hammer,0,248
71,1,flagpole,music box,knob,knob,1,248
71,1,hopscotch,flagpole,laptop,flagpole,0,162
71,1,knob,clothes,headphones,knob,0,174
71,1,pizza,dice,bag,dice,0,271
71,1,trigger,navel,tiara,navel,0,600
71,1,tarantula,hammer,canvas,canvas,1,234
71,1,furnace,laptop,telegraph,laptop,0,697
71,1,punching bag,hopscotch,knob,knob,0,601
71,1,bench,bowler hat,washcloth,bench,0,406
71,1,dice,trophy,toolbox,trophy,0,39436
71,1,canvas,pizza,jet,pizza,0,467
71,1,trigger,bowler hat,macadamia,bowler hat,0,319
71,1,beaver,bowler hat,toolbox,beaver,0,346
71,1,laptop,hammer,table,laptop,0,212
71,1,bowler hat,drain,telegraph,telegraph,0,221
71,1,bowler hat,camera,rolling pin,camera,0,224
71,1,candelabra,metal detector,bumper,bumper,1,161
71,1,camera,bucket,toolbox,toolbox,0,199
71,1,metal detector,laptop,bookshelf,metal detector,0,175
71,1,telegraph,bench,trigger,trigger,0,124
71,1,table,jet,washcloth,jet,0,137
71,1,tiara,bucket,punching bag,punching bag,0,162
71,1,bag,bench,headphones,headphones,1,151
71,1,trophy,bumper,plaster cast,trophy,0,126
71,1,chariot,canister,canvas,chariot,0,212
71,1,tea,tarantula,bucket,tarantula,0,966
71,1,coaster,washcloth,navel,coaster,0,199
71,1,bookshelf,tarantula,furnace,furnace,0,722
71,1,jet,tuba,mistletoe,jet,0,257
71,1,flagpole,clothes,bumper,clothes,0,198
71,1,candelabra,trophy,tarantula,candelabra,1,260
71,1,tiara,tea,mistletoe,tiara,0,211
71,1,bookshelf,turban,table,table,0,236
71,1,file,bucket,bookshelf,bucket,0,225
71,1,bench,canvas,tuba,tuba,0,698
71,1,rolling pin,bench,candelabra,rolling pin,0,46716
71,1,macadamia,telegraph,bumper,telegraph,0,392
71,1,bumper,washcloth,hammer,washcloth,1,296
71,1,tuba,camera,clothes,camera,0,234
71,1,bag,canister,hopscotch,bag,1,174
71,1,bench,toolbox,dice,bench,0,333
71,1,tape measure,mistletoe,hammer,hammer,0,296
71,1,macadamia,canvas,doormat,macadamia,0,417
71,1,trophy,tape measure,tuba,tape measure,0,331
71,1,telegraph,coaster,hopscotch,coaster,0,320
71,1,rudder,macadamia,navel,rudder,0,394
71,1,mistletoe,bookshelf,bench,bookshelf,0,309
71,1,dice,tape measure,turban,dice,0,357
71,1,drain,trigger,bucket,drain,0,48579
71,1,flagpole,bench,macadamia,bench,0,564
71,1,telegraph,canister,rolling pin,canister,0,540
71,1,file,coaster,toolbox,file,0,321
71,1,beaver,tiara,camera,camera,0,9657
71,1,chariot,drain,bench,drain,1,868
71,1,macadamia,tiara,canister,canister,0,296
71,1,hammer,candelabra,doormat,doormat,0,210
71,1,file,turban,doormat,doormat,1,407
71,1,pizza,headphones,rudder,pizza,0,185
71,1,bookshelf,jet,telegraph,jet,0,212
71,1,knob,bucket,bookshelf,knob,0,211
71,1,tarantula,beaver,jet,tarantula,0,199
71,1,toolbox,macadamia,clothes,toolbox,0,162
71,1,rudder,turban,furnace,turban,0,186
71,1,rolling pin,navel,jet,navel,0,149
71,1,flagpole,punching bag,canister,flagpole,0,174
71,1,punching bag,bowler hat,bookshelf,bookshelf,0,101
71,1,canister,knob,turban,knob,0,586
71,1,music box,flagpole,knob,flagpole,1,212
71,1,mistletoe,canvas,rudder,rudder,0,284
71,1,coaster,trigger,tarantula,tarantula,0,320
71,1,coaster,washcloth,tiara,coaster,1,176
71,1,doormat,coaster,mistletoe,coaster,0,171
71,1,tea,hammer,telegraph,tea,0,838
71,1,drain,furnace,tuba,drain,0,936
71,1,washcloth,tuba,bag,tuba,0,211
71,1,punching bag,rudder,bench,punching bag,0,333
71,1,toolbox,headphones,bumper,bumper,0,223
71,1,pizza,file,music box,pizza,0,234
71,1,table,furnace,tiara,tiara,0,77
71,1,bowler hat,table,music box,table,0,187
71,1,metal detector,bucket,rolling pin,bucket,0,198
71,1,tuba,doormat,hopscotch,tuba,0,1065
71,1,canvas,tape measure,toolbox,canvas,0,552
71,1,bumper,bag,knob,bag,0,345
71,1,dice,candelabra,washcloth,candelabra,1,2770
71,1,bumper,laptop,bucket,bumper,0,1419
71,1,washcloth,candelabra,dice,dice,1,1247
71,1,dice,camera,headphones,headphones,0,3708
71,1,toolbox,telegraph,plaster cast,plaster cast,0,1590
71,1,tea,bag,canvas,canvas,0,284
71,1,bowler hat,plaster cast,tiara,plaster cast,0,309
71,1,furnace,camera,jet,camera,1,285
71,1,tea,camera,rudder,rudder,0,211
71,1,coaster,rolling pin,music box,rolling pin,0,222
71,1,camera,furnace,jet,furnace,1,1710
71,1,bag,hopscotch,canister,canister,1,1199
71,1,camera,jet,file,camera,0,1468
71,1,tiara,rolling pin,tape measure,tiara,0,870
71,1,tea,file,plaster cast,file,0,259
72,0,bucket,macadamia,mistletoe,bucket,0,6253
72,0,metal detector,bumper,candelabra,metal detector,1,10321
72,0,turban,metal detector,toolbox,turban,0,1496
72,0,tape measure,bench,hopscotch,hopscotch,0,3373
72,0,plaster cast,tape measure,table,plaster cast,0,4154
72,0,clothes,beaver,drain,drain,1,2078
72,0,tiara,drain,pizza,tiara,0,9666
72,0,rudder,hammer,bowler hat,rudder,0,2009
72,0,dice,telegraph,tuba,dice,0,6553
72,0,tape measure,bumper,coaster,bumper,0,2699
72,0,trophy,bench,doormat,trophy,0,7569
72,0,bag,candelabra,coaster,candelabra,0,13325
72,0,clothes,turban,bowler hat,clothes,0,2629
72,0,jet,laptop,drain,drain,0,2018
72,0,furnace,pizza,mistletoe,mistletoe,0,2098
72,0,tarantula,telegraph,file,tarantula,0,2350
72,0,chariot,tuba,macadamia,macadamia,0,1757
72,0,hammer,canvas,tarantula,tarantula,1,3122
72,0,headphones,music box,trophy,trophy,1,2057
72,0,mistletoe,plaster cast,rolling pin,plaster cast,0,2268
72,0,doormat,clothes,tea,tea,0,2670
72,0,bowler hat,chariot,tea,tea,0,2270
72,0,laptop,toolbox,tiara,tiara,0,2329
72,0,canister,headphones,bowler hat,headphones,0,1715
72,0,doormat,rudder,toolbox,doormat,0,2308
72,0,headphones,file,drain,file,0,2208
72,0,tuba,turban,trigger,trigger,0,2621
72,0,headphones,music box,trophy,trophy,1,8841
72,0,punching bag,drain,music box,drain,0,2126
72,0,rolling pin,bag,doormat,rolling pin,0,3332
72,0,canvas,plaster cast,drain,plaster cast,0,1807
72,0,washcloth,bookshelf,clothes,bookshelf,0,2790
72,0,toolbox,tea,knob,tea,0,1806
72,0,canister,bumper,camera,canister,0,5511
72,0,music box,tape measure,camera,tape measure,0,1434
72,0,rudder,bucket,chariot,rudder,0,2107
72,0,turban,rudder,drain,turban,1,1376
72,0,telegraph,bag,table,bag,1,1506
72,0,tiara,trophy,knob,knob,1,1636
72,0,canvas,telegraph,punching bag,telegraph,0,1505
72,0,doormat,pizza,navel,navel,1,1355
72,0,tarantula,chariot,tape measure,tape measure,0,3573
72,0,trophy,candelabra,tarantula,tarantula,1,1435
72,0,table,tea,headphones,headphones,1,1395
72,0,canister,hammer,dice,dice,0,1074
72,0,trigger,beaver,doormat,trigger,0,1606
72,0,knob,telegraph,pizza,telegraph,0,2238
72,0,jet,bumper,turban,turban,1,4646
72,0,candelabra,tape measure,knob,tape measure,0,893
72,0,bowler hat,dice,mistletoe,dice,0,3171
72,0,turban,mistletoe,bucket,mistletoe,0,2127
72,0,mistletoe,metal detector,file,metal detector,0,2458
72,0,navel,canister,bench,navel,0,953
72,0,dice,tarantula,tiara,tarantula,1,1936
72,0,file,bench,furnace,furnace,1,1434
72,0,tuba,knob,laptop,knob,0,1234
72,0,macadamia,table,metal detector,metal detector,0,2549
72,0,pizza,clothes,rolling pin,pizza,0,2498
72,0,beaver,telegraph,turban,telegraph,0,2608
72,0,bowler hat,furnace,canvas,furnace,0,2647
72,0,file,rudder,tuba,file,0,7014
72,0,rudder,bumper,mistletoe,bumper,0,1986
72,0,jet,music box,trigger,music box,0,1304
72,0,bookshelf,bag,macadamia,bag,0,2679
72,0,bookshelf,table,dice,dice,0,1745
72,0,macadamia,trophy,coaster,trophy,0,1204
72,0,navel,bucket,clothes,navel,0,1254
72,0,washcloth,knob,chariot,chariot,0,1293
72,0,trophy,bowler hat,laptop,trophy,0,2015
72,0,jet,rudder,knob,knob,0,2528
72,0,bag,navel,toolbox,navel,0,3000
72,0,punching bag,tea,macadamia,punching bag,0,4645
72,0,doormat,bucket,headphones,bucket,0,984
72,0,doormat,bumper,drain,doormat,0,1154
72,0,rolling pin,drain,macadamia,drain,0,1053
72,0,camera,navel,laptop,navel,0,1725
72,0,table,drain,camera,table,0,1032
72,0,hammer,tuba,punching bag,punching bag,0,1063
72,0,file,candelabra,canister,file,0,1926
72,0,jet,canister,tea,jet,0,1224
72,0,trigger,toolbox,canister,canister,0,2266
72,0,laptop,hammer,camera,hammer,0,1264
72,0,tiara,turban,canvas,turban,0,2297
72,0,turban,bag,tarantula,bag,0,1124
72,0,headphones,plaster cast,beaver,headphones,1,1935
72,0,laptop,canvas,beaver,beaver,0,1826
72,0,flagpole,headphones,bowler hat,flagpole,0,1906
72,0,jet,coaster,flagpole,coaster,0,1334
72,0,coaster,punching bag,turban,punching bag,0,1556
72,0,bucket,bench,coaster,coaster,0,1343
72,0,macadamia,laptop,tape measure,macadamia,0,1544
72,0,navel,candelabra,telegraph,navel,0,1193
72,0,rolling pin,hammer,toolbox,rolling pin,0,1083
72,0,beaver,headphones,plaster cast,beaver,1,2014
72,0,candelabra,furnace,bucket,candelabra,0,1966
72,0,flagpole,bookshelf,rudder,flagpole,0,1323
72,0,tarantula,mistletoe,headphones,tarantula,1,1284
72,0,coaster,plaster cast,laptop,laptop,0,2167
72,0,knob,dice,macadamia,dice,0,1725
72,0,bumper,navel,tarantula,bumper,0,1524
72,0,bench,headphones,bag,bag,1,1223
72,0,punching bag,clothes,table,table,0,2979
72,0,tarantula,bowler hat,doormat,tarantula,0,2888
72,0,navel,knob,file,navel,0,1143
72,0,chariot,music box,telegraph,chariot,0,1294
72,0,trophy,canister,flagpole,flagpole,0,1143
72,0,bowler hat,navel,tuba,navel,0,1364
72,0,doormat,flagpole,camera,camera,0,1083
72,0,washcloth,bumper,hammer,washcloth,1,1203
72,0,camera,bag,plaster cast,camera,0,1394
72,0,tarantula,metal detector,coaster,tarantula,0,2116
72,0,bag,trigger,bookshelf,trigger,0,2348
72,0,chariot,candelabra,pizza,pizza,0,1384
72,0,rudder,coaster,dice,dice,0,1544
72,0,metal detector,coaster,headphones,coaster,0,1935
72,0,file,punching bag,laptop,file,1,962
72,0,turban,headphones,tiara,headphones,0,2508
72,0,tarantula,punching bag,metal detector,tarantula,0,1413
72,0,trigger,flagpole,navel,navel,0,1835
72,0,bag,metal detector,bowler hat,metal detector,0,2317
72,0,bowler hat,coaster,knob,coaster,0,2699
72,0,mistletoe,knob,camera,camera,0,1715
72,0,clothes,jet,trophy,clothes,0,1324
72,0,beaver,bench,pizza,beaver,0,1344
72,0,chariot,drain,bench,chariot,1,2566
72,0,pizza,toolbox,tarantula,toolbox,0,2056
72,0,clothes,laptop,bench,clothes,0,1132
72,0,canvas,bumper,bookshelf,canvas,0,1064
72,0,trigger,table,rudder,trigger,0,1013
72,0,camera,washcloth,tea,camera,0,1925
72,0,rolling pin,dice,flagpole,dice,1,1084
72,0,plaster cast,pizza,hopscotch,hopscotch,0,1695
72,0,trophy,bag,beaver,bag,0,1193
72,0,metal detector,doormat,knob,doormat,0,2447
72,0,knob,drain,tarantula,tarantula,0,1093
72,0,furnace,tea,bumper,bumper,0,1364
72,0,candelabra,flagpole,mistletoe,mistletoe,0,1084
72,0,hammer,metal detector,drain,drain,0,1504
72,0,candelabra,bowler hat,hopscotch,hopscotch,0,972
72,0,knob,canvas,rolling pin,canvas,0,1514
72,0,bookshelf,rolling pin,tea,bookshelf,1,2617
72,0,washcloth,drain,trophy,washcloth,1,1244
72,0,jet,tape measure,bowler hat,bowler hat,0,2186
72,0,turban,rudder,drain,turban,1,1353
72,0,washcloth,punching bag,pizza,pizza,0,2626
72,0,furnace,headphones,macadamia,macadamia,0,1354
72,0,tuba,canister,tea,tuba,0,1334
72,0,hopscotch,chariot,file,file,0,2687
72,0,clothes,coaster,hammer,clothes,0,1543
72,0,file,bumper,bowler hat,file,0,4924
72,0,metal detector,telegraph,camera,metal detector,0,1072
72,0,washcloth,beaver,bucket,beaver,0,1544
72,0,headphones,mistletoe,tarantula,tarantula,1,1896
72,0,dice,doormat,punching bag,dice,0,1465
72,0,dice,bucket,jet,dice,0,1003
72,0,hopscotch,beaver,furnace,beaver,0,1935
72,0,drain,trophy,washcloth,washcloth,1,2156
72,0,flagpole,pizza,turban,flagpole,0,1033
72,0,turban,bench,tea,bench,0,1223
72,0,knob,furnace,clothes,clothes,0,1895
72,0,chariot,doormat,table,doormat,0,1725
72,0,trigger,furnace,chariot,trigger,0,1233
72,0,turban,camera,hammer,turban,0,1124
72,0,macadamia,navel,beaver,macadamia,0,1624
72,0,macadamia,file,washcloth,file,0,1684
72,0,pizza,tea,laptop,laptop,0,1434
72,0,coaster,rolling pin,tea,tea,1,1012
72,0,jet,macadamia,hammer,macadamia,0,1223
72,0,hammer,furnace,bag,bag,0,1023
72,0,dice,furnace,plaster cast,dice,0,1996
72,0,tiara,file,bag,bag,0,1043
72,0,washcloth,coaster,tiara,coaster,1,1826
72,0,rolling pin,dice,flagpole,dice,1,1513
72,0,beaver,file,rolling pin,beaver,0,1494
72,0,tape measure,flagpole,bucket,flagpole,0,993
72,0,furnace,toolbox,flagpole,flagpole,0,1403
72,0,tarantula,washcloth,rudder,tarantula,0,842
72,0,coaster,rolling pin,tea,rolling pin,1,2065
72,0,canvas,chariot,coaster,chariot,0,1173
72,0,canvas,flagpole,washcloth,flagpole,0,1775
72,0,table,mistletoe,pizza,table,0,1865
72,0,bench,furnace,file,furnace,1,2647
72,0,music box,washcloth,plaster cast,music box,0,1224
72,0,beaver,dice,metal detector,dice,0,1183
72,0,music box,bucket,tuba,bucket,0,1163
72,0,tarantula,laptop,hopscotch,tarantula,0,1102
72,0,pizza,metal detector,navel,metal detector,0,1865
72,0,trophy,navel,bookshelf,bookshelf,0,972
72,0,chariot,beaver,flagpole,flagpole,0,1583
72,0,macadamia,trigger,file,macadamia,0,1976
72,0,bookshelf,pizza,doormat,doormat,0,1143
72,0,punching bag,toolbox,jet,punching bag,0,1605
72,0,trophy,camera,hopscotch,hopscotch,0,1073
72,0,tea,toolbox,chariot,chariot,0,1484
72,0,hopscotch,canvas,bucket,bucket,0,1294
72,0,headphones,washcloth,rolling pin,headphones,0,1615
72,0,table,bench,toolbox,toolbox,0,1313
72,0,trigger,clothes,plaster cast,trigger,0,3058
72,0,music box,bag,clothes,music box,0,1684
72,0,drain,mistletoe,canister,drain,0,912
72,0,plaster cast,punching bag,navel,punching bag,0,1264
72,0,toolbox,tuba,music box,toolbox,0,1043
72,0,punching bag,trigger,bumper,bumper,0,2126
72,0,tea,beaver,hammer,hammer,0,973
72,0,tiara,dice,tarantula,tarantula,1,1634
72,0,rudder,beaver,candelabra,beaver,0,982
72,0,coaster,table,canister,canister,0,2155
72,0,metal detector,music box,rudder,metal detector,0,1083
72,0,bucket,laptop,canister,laptop,0,2678
72,0,flagpole,drain,tea,flagpole,0,1283
72,0,doormat,file,turban,file,1,1715
72,0,jet,tiara,hopscotch,hopscotch,0,2586
72,0,jet,headphones,candelabra,jet,0,1945
72,0,bookshelf,toolbox,candelabra,candelabra,0,1043
72,0,bench,tiara,hammer,hammer,0,1553
72,0,tape measure,bag,drain,bag,0,2086
72,0,bumper,bench,bookshelf,bumper,0,1645
72,0,turban,bumper,jet,turban,1,1323
72,0,music box,mistletoe,hopscotch,hopscotch,0,1394
72,0,bench,knob,plaster cast,plaster cast,1,1364
72,0,rudder,plaster cast,trophy,plaster cast,0,1383
72,0,tiara,rudder,clothes,rudder,0,1835
72,0,washcloth,telegraph,tape measure,tape measure,1,1825
72,0,music box,bookshelf,tiara,tiara,0,1504
72,0,navel,rolling pin,turban,turban,0,1222
72,0,trigger,tape measure,pizza,pizza,0,3088
72,0,metal detector,plaster cast,chariot,plaster cast,0,1434
72,0,chariot,dice,clothes,dice,0,2246
72,0,clothes,canvas,candelabra,canvas,0,1043
72,0,tarantula,rolling pin,tuba,tarantula,0,1554
72,0,knob,trophy,tiara,knob,1,2395
72,0,tea,table,headphones,headphones,1,2125
72,0,table,rolling pin,bumper,bumper,0,1214
72,0,jet,bench,metal detector,bench,0,1494
72,0,dice,bumper,hopscotch,bumper,0,1534
72,0,chariot,hammer,bucket,chariot,0,2306
72,0,pizza,canister,macadamia,pizza,1,1242
72,0,plaster cast,hammer,turban,hammer,0,1634
72,0,knob,trigger,hammer,knob,0,2947
72,0,knob,plaster cast,bench,plaster cast,1,84518
72,0,canvas,trigger,camera,canvas,0,1440
72,0,bag,bowler hat,plaster cast,plaster cast,0,1153
72,0,turban,music box,macadamia,music box,0,1033
72,0,headphones,laptop,chariot,chariot,0,1185
72,0,telegraph,mistletoe,clothes,mistletoe,0,1253
72,0,laptop,trigger,rolling pin,rolling pin,0,1105
72,0,plaster cast,bucket,bag,bucket,0,1736
72,0,mistletoe,beaver,punching bag,mistletoe,0,2328
72,0,bowler hat,bucket,pizza,bowler hat,0,833
72,0,pizza,bumper,tuba,pizza,0,1225
72,0,canvas,bucket,table,bucket,0,2811
72,0,doormat,plaster cast,jet,doormat,0,1103
72,0,bag,metal detector,flagpole,bag,0,1465
72,0,tape measure,punching bag,furnace,furnace,0,1624
72,0,clothes,canister,tarantula,tarantula,0,1345
72,0,bag,telegraph,table,bag,1,873
72,0,metal detector,washcloth,trigger,washcloth,0,1052
72,0,tea,trophy,navel,trophy,0,1384
72,0,hopscotch,bookshelf,hammer,hopscotch,0,1365
72,0,tiara,metal detector,tuba,metal detector,0,1174
72,0,tiara,tape measure,doormat,doormat,0,1304
72,0,trophy,canvas,metal detector,canvas,0,1435
72,0,rolling pin,hopscotch,rudder,hopscotch,0,1424
72,0,rolling pin,chariot,punching bag,punching bag,0,1656
72,0,navel,music box,canvas,navel,0,2288
72,0,telegraph,headphones,canvas,canvas,0,1184
72,0,hopscotch,headphones,trigger,hopscotch,0,1636
72,0,bench,music box,tarantula,tarantula,0,1786
72,0,hopscotch,toolbox,drain,toolbox,0,1715
72,0,mistletoe,chariot,navel,mistletoe,0,3672
72,0,flagpole,telegraph,tiara,flagpole,0,1214
72,0,drain,navel,dice,dice,0,1273
72,0,tape measure,tea,metal detector,tea,0,1124
72,0,canister,doormat,music box,doormat,0,1727
72,0,plaster cast,tarantula,macadamia,macadamia,0,2198
72,0,telegraph,bucket,trophy,telegraph,0,1235
72,0,music box,candelabra,tea,tea,0,2347
72,0,jet,chariot,bag,bag,0,2168
72,0,washcloth,telegraph,tape measure,washcloth,1,1416
72,0,candelabra,tuba,table,table,0,1684
72,0,metal detector,canister,furnace,furnace,0,1645
72,0,camera,macadamia,candelabra,macadamia,0,2940
72,0,bookshelf,plaster cast,canister,bookshelf,0,1154
72,0,mistletoe,toolbox,washcloth,toolbox,0,1214
72,0,knob,table,beaver,knob,0,1054
72,0,doormat,furnace,washcloth,doormat,0,1253
72,0,file,laptop,punching bag,file,1,1194
72,0,flagpole,hammer,file,flagpole,0,963
72,0,tuba,bookshelf,headphones,headphones,0,1465
72,0,navel,furnace,hammer,furnace,0,1104
72,0,drain,coaster,bookshelf,drain,0,782
72,0,trigger,mistletoe,trophy,mistletoe,0,1024
72,0,macadamia,tea,hopscotch,hopscotch,0,1065
72,0,plaster cast,drain,candelabra,drain,0,783
72,0,punching bag,drain,bag,punching bag,0,1084
72,0,bumper,beaver,music box,beaver,0,1054
72,0,furnace,rolling pin,trophy,furnace,0,900
72,0,dice,canvas,file,dice,0,1607
72,0,washcloth,doormat,laptop,laptop,0,1104
72,0,camera,trophy,punching bag,punching bag,0,2197
72,0,tarantula,table,flagpole,tarantula,0,1345
72,0,doormat,telegraph,rudder,doormat,0,2207
72,0,trophy,file,table,trophy,0,1364
72,0,camera,coaster,pizza,camera,0,1756
